stamp_sec,stamp_nanosec,x,y,yaw
1777449865,368233152,-0.000086,-0.045444,-0.035633
1777449865,368233152,-0.000086,-0.045444,-0.035633
1777449865,368233152,-0.000086,-0.045444,-0.035633
1777449865,368233152,-0.000086,-0.045444,-0.035633
1777449866,819501077,-0.000086,-0.045444,-0.035326
1777449866,819501077,-0.000086,-0.045444,-0.035326
1777449867,233559225,-0.000086,-0.045444,-0.035287
1777449867,233559225,-0.000086,-0.045444,-0.035287
1777449867,233559225,-0.000086,-0.045444,-0.035287
1777449867,233559225,-0.000086,-0.045444,-0.035287
1777449867,233559225,-0.000086,-0.045444,-0.035287
1777449867,233559225,-0.000086,-0.045444,-0.035287
1777449867,233559225,-0.000086,-0.045444,-0.035287
1777449868,669901853,-0.000086,-0.045444,-0.035675
1777449868,669901853,-0.000086,-0.045444,-0.035675
1777449868,920519131,-0.000086,-0.045444,-0.035862
1777449868,920519131,-0.000086,-0.045444,-0.035862
1777449869,160306335,-0.000086,-0.045444,-0.035664
1777449869,160306335,-0.000086,-0.045444,-0.035664
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449870,50991297,-0.000086,-0.045444,-0.035867
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449872,470026333,-0.000086,-0.045444,-0.035792
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449874,246527369,-0.000086,-0.045444,-0.035624
1777449876,820134923,-0.000086,-0.045444,-0.036383
1777449876,820134923,-0.000086,-0.045444,-0.036383
1777449876,820134923,-0.000086,-0.045444,-0.036383
1777449876,820134923,-0.000086,-0.045444,-0.036383
1777449876,820134923,-0.000086,-0.045444,-0.036383
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449877,946630811,-0.000086,-0.045444,-0.036396
1777449879,560409717,-0.000086,-0.045444,-0.036350
1777449879,560409717,-0.000086,-0.045444,-0.036350
1777449879,560409717,-0.000086,-0.045444,-0.036350
1777449879,560409717,-0.000086,-0.045444,-0.036350
1777449879,560409717,-0.000086,-0.045444,-0.036350
1777449879,560409717,-0.000086,-0.045444,-0.036350
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449880,685390087,-0.000086,-0.045444,-0.036349
1777449883,997871529,-0.000086,-0.045444,-0.036084
1777449883,997871529,-0.000086,-0.045444,-0.036084
1777449883,997871529,-0.000086,-0.045444,-0.036084
1777449883,997871529,-0.000086,-0.045444,-0.036084
1777449884,648630233,-0.000086,-0.045444,-0.035880
1777449884,648630233,-0.000086,-0.045444,-0.035880
1777449885,208801492,-0.000086,-0.045444,-0.035982
1777449885,208801492,-0.000086,-0.045444,-0.035982
1777449885,208801492,-0.000086,-0.045444,-0.035982
1777449885,787510732,-0.000086,-0.045444,-0.036176
1777449885,787510732,-0.000086,-0.045444,-0.036176
1777449885,787510732,-0.000086,-0.045444,-0.036176
1777449885,787510732,-0.000086,-0.045444,-0.036176
1777449886,576213713,-0.000086,-0.045444,-0.036421
1777449886,576213713,-0.000086,-0.045444,-0.036421
1777449886,899960639,-0.000086,-0.045444,-0.036567
1777449886,899960639,-0.000086,-0.045444,-0.036567
1777449887,461212305,-0.000086,-0.045444,-0.036674
1777449887,461212305,-0.000086,-0.045444,-0.036674
1777449887,461212305,-0.000086,-0.045444,-0.036674
1777449887,461212305,-0.000086,-0.045444,-0.036674
1777449887,461212305,-0.000086,-0.045444,-0.036674
1777449888,434880805,-0.000086,-0.045444,-0.036883
1777449888,434880805,-0.000086,-0.045444,-0.036883
1777449888,834243341,-0.000086,-0.045444,-0.036846
1777449888,834243341,-0.000086,-0.045444,-0.036846
1777449889,394069693,-0.000086,-0.045444,-0.036513
1777449889,394069693,-0.000086,-0.045444,-0.036513
1777449889,561347915,-0.000086,-0.045444,-0.036608
1777449889,561347915,-0.000086,-0.045444,-0.036608
1777449890,41717637,-0.000086,-0.045444,-0.036719
1777449890,41717637,-0.000086,-0.045444,-0.036719
1777449890,41717637,-0.000086,-0.045444,-0.036719
1777449890,41717637,-0.000086,-0.045444,-0.036719
1777449890,41717637,-0.000086,-0.045444,-0.036719
